review;star
ikinci kez sipariş vermiştim ama yanlış ürün gönderilmiş keşke biraz daha özenli ve dikkatli olunsaydı;1
Eylül tarihli geldi ve çöp oldu;3
Hızlı kargo bir bucuk güne elimdeydi sontüketim tarihide baya var;5
sorunsuz kargo ve paketleme;5
Ürünün son kullanma tarihi 03/2022 bu nasıl bi saçmalıktır. Ayın ortasında kullanım süresi en az 1 ay olan ürün gönderiyorsunuz. Kesinlikle bu satıcıdan almayın.;1
Skt 04 2022... meyve suyuna karıştırınca sorun olmadı 👏👏;5
Tadını beğenmesi kızım. Hızlı kargo güzel paketleme.;5
ilk kez kullanacagim venatura urunleri cok tavsiye edildigi icin aldim. Eczacin saticisi cokhizliydi aldigim gun kargoya verdi ertesi gun elime ulasti tesekkurlerbundan sonra bu saticidan alirim;5
Çok topaklanıyor orjinal mi emin olamadım.;3
Orijinal ürün, ilgili satıcı.;5
en güvendiğim marka. paket biraz ezik geldi ama içindekiler sağlamdi;3
sorunsuz elime ulaştı çok güzel paketlenmiş teşekkürler;5
Gebelik öncesi için aldım hergün kullanıyorum inşallaj işe yarar 🤲🏻;5
Yeni başladım inşallah ifadesi olur teslimat hızlıydı paketleme güzeldi;4
iyi folik asit;5
3 aylık tablet dr tavsiyesiyle 3 aydır kullanıyorum 2. Kutum;3
Ürünü eskiden beri kullanırım gayet başarılı bir içerik 👍bu siteden ilk kez sipariş verdim gayet özenle hazırlanmış paketle aynı zamanda hızlı şekilde kargo geldi teşekkür ederim 🙏;5
Folic Us Plus sanarak almıştım ama dikkat etmemişim doktorum plus olanını tavsiye etmişti. Plus almak isteyen varsa dikkat etsin aynı ürün değil.;5
Ürün gayet sağlam şekilde elime ulaştı kutusunda en ufak eğrilme dahi yoktu gayet özenliydi.2 günde elime ulaştı.SST 2024 çok iyi bir şekilde özen gösterilmiş.Teşekkür ederim firma sahibine;5
Doktor tavsiyesi ile aldim eczaneye gore cok daha uygun. Hizli teslimat. Tarih ise 11/2024;5
İndirimdeyken almıştım iki günde elime ulaştı tavsiye ederim;5
ürün sipariş ettiğimden 3 gün sonra elime ulaştı. Ptt kargo olunca maalesef böyle oluyor. paketleme güzeldi. ürünü yeni kullanmaya başladım umarım faydasını görürüm.;4
kullanıyorum gayet sağlam geldi;5
Gözüktüğü gibi geldi;5
hamilelik dönemimde doktorumun tavsiyesi ile aldım. eczanelere göre burada uygun fiyatı var. ekstra vitaminli seçeneği de var, tavsiye ederim.;5
Paketleme güzeldi ama şişkinlik yaptı bende;4
Ürün elime ulaştı ama PTT kargo olunca biraz sıkıntılı bir şekilde elime ulaştı, kullanmaya başladım umarım faydasını görürüm.;4
Kullanıyoruz tavsiye üzerine;3
Uzun süredir kullanıyorum güzel;3
doktor tavsiyesi üzerine kullanmaya basldım;5
Rahatlıkla alabilirsiniz.;5
tesekkur ederim gosterdiginiz ozen icin. 2025 son kullanma tarihi tavsiye ediyorum;5
Asla eczaneden almayın burası kesinlikle daha ucuz doktor tavsiyesiyle almıştım hızlı kargo.;5
Yeni kullanmaya başladım ins etkisini görürüm kargo çabuk ulaştı paketleme gayet guzeldi;5
Memnun kaldım her açıdan fiyatıda diğer ürünlere bakarak uygun;5
hamilelik öncesi kullanmaya başlayanlardanım. ürün iyi paketlenmişti,fiyatı da çok uygundu,teşekkürler;5
Doktorumun önerdiği folik asitti 30 tanesini bu fiyata alacakken 90 tanesini aldım teşekkürler;5
Kaliteli ürün, Bunu kullanıyorum. onun coşkusunu seviyorum;5
Teşekkürler;5
En uygun fiyat hızlı teslimat;5
deniyorum şuan sadece bakalim;4
3 yıldız veriyorum. Paket bariz açılmıştı. Ve kutunun içi kirliydi. Ben yırtarak açmadım. Daha önce belli ki açılmış. Güvenim sarsıldı.;3
Kısa sürede geldi teşekkür ederim;5
Hızlı kargo, memnun kaldım;5
Paketleme kargo hızı muhteşem;5
çok memnunum güzel ürün;5
Eksiksik sağlam geldi teşekkürler;5
cok hizli geldi cok memnun kaldım;5
Piyasaya göre çok uygun;3
Kullanmaya başladım çok uygun fiyatlı olması da güzel teşekkür ederim;5
Hızlı teslimat teşekkür ederim;5
Orjinal ürün uygun fiyat;5
hızlı teslimat, orjinal ürün;5
zamanında teslimat ve ürün güzel skt 06/24;5
Buradan daha uyguna aldım Memnun kaldım;5
Ürünle alakalı herhangi bir sorun yoktu siparişim hızlı ulaştı gayet memnun kaldım bu süreçten;5
gebelik icin kullandim ve en uygun fiyat burada buldum teşekkürler;5
Uzun zamandır kullanıyorum ve çevremdeki herkese tavsiye ediyorum;5
Hızlı teslim edildi;5
her zaman kullandigim bir ürün;5
Uygun fiyatlı;5
5 günde anca geldi ptt ile çalışan firmalardan alışveriş yapmayı bırakacağım artık. Kutusu yırtıktı daha önce açılmış. İkinci kutum olduğu için daha önce eczaneden aldığımla aynı olduğunu fark ettim ama ilk kez alıyor olsam iade ederdim şüphe duyup. Daha dikkatli olunmalı.;2
İyi mi degil mi söylemek için öncesi sonrası tahlil gerekli neye göre iyi diyorsunuz bilmiyorum ama doktor tavsiye etti aldım kullanıyorum burada uygun fiyatlıdır diye aldım ona 5 yıldız.;5
Piyasanın çok altında hemde orjinal;5
Daha yeni kullanıyorum oyüzden net birşey diyemiyorum;4
Ürünün STT’sinde sıkıntı yok. Aynı ürün yollandı. Kullanıyorum.;5
Bu ürün elime ulaşmadı diğer ürün geldi ptt kargodan gelmesi lazım;2
gerçekten çoğu yerde arayıp da bulamadım sonra da buradan sipariş verdim güvenilir satıcı hatasız gönderdi teşekkür ederim;5
Paketlemesi çok iyiydi. Hızlı bir şekilde teslim aldım. Son kullanma tarihlerinde hiçbir sıkıntı yok. Güvenle alabilirsiniz. Teşekkür ediyorum🙏🏻;5
sağlam bir paket ile geldi teşekkür ederim;5
Dr önerisi ile aldığım bir ürün hızlı teslimat ve paketleme gayet iyiydi.;5
son kullanma tarihi 2022 eylül oyüzden güvenerek alınabilir.;5
Çok hizli ulasti, 2024 tarihli, orjinal guvenerek alabilirsiniz.;5
ürün sorunuz ulaştı umarım işe yarar kullanmaya başladım;5
Yorumlara bakarak sipariş verdim aynısı geldi kullanıyorum memnunum;5
l metilfolat değil folik asit geliyor satıcı yaptığı yanlışın farkında değil maalesef;1
kargo biraz zarar görmüştü ama sıkıntı olmadı;4
tek sorun kargo 25 gunde geldi surat kargo da sıkınti olduyu icinmis;5
Gelen ürün fotoğraftaki gibi aktif form, L-metilfolat değil. Düz folik asit geldi. İade ediyorum.;1
Sağlam paketleme hızlı kargo çok memnun kaldım bittikçe buradan sipariş vermeye devam edicem teşekkür ederim;5
2 senedir kullanıyorum faydasını gördüm 2 li kampanyaları kaçırmayın;5
çok hızlı kargo;5
Çok iyi indirimdeyken kaçırmayın;5
Hediye için çok teşekkür ederim çok memnunum;5
Sürekli kullanıyorum. Firmadan da çok memnunum;5
Diyetisyenim tavsiye etti.;5
tavsiye ederim;5
Teşekkür ederim;5
En iyi omega net;5
araştırdığım ve kullandıklarım arasında en iyisi;5
Devamlı kullandığım bir omega3 herkese tavsiye ederim.Hızlı teslimat için çok teşekkür ediyorum.;5
Çok teşekkür ediyorum ⭐️⭐️⭐️⭐️⭐️;5
1 numara !!!;5
Gayet sağlam paketlemmiş kargosu da hızlıydı 2024 son kullanma tarihli ürünler;5
Güzel gözüküyor deneyelim görelim :);5
Bir eczacı arkadaşımın önerisi ile aldım. Düzenli olarak Omega 3 kullanıyorum.;5
icerigini temiz bulan bir eczaci arkadasimin tavsiyesiyle aldim cok nemnunum;5
Güzel ürün;5
cok iyi alinmali;5
Kalitesi yüksek bir ürün;5
Güvenilir firma Hızlı kargo uygun fiyat. hediyeniz için teşekkür ederiz.;5
Güzel bir ürün;5
Başarılı bir ürün;5
gayet başarılı yüksek değer;5
epa değerleri en yüksek ürün 2500mg süper bir ürün bu değerler gerçekten çok iyi bu 3 Siparişim;5
teşekkürler kolay gelsin;5
İçeriği yüksek alınır;5
piyasaya göre uygun fiyatlı aldığım bir ürün. bu marka çok iyi.;5
Balık kokusunu iliklerinize kadar hissedecsiniz;5
Aynı ürün alın;5
İçeriği yüksek orjinal ürün;5
Orjinal urun hızlı teslimat teşekkürler;5
Ürün orjinal degıl kutusunu acınca resmen bozuk balık kokuyor ınsan saglıgıyla oynuyorsunuz yazıklar olsun;1
surekli kullandigim bir urun. gonderim hizi ve kargonun duzgun olmasi memnuniyet sebebim. saticiya cok tesekkur ederim;5
Güvenli satıcı ve hızlı kargolama;5
60'lı zannedip almıştım meğerse 30'luymuş. venatura'nın 60'lısı bu fiyata, epa+dha değerleri de çok farklı değil. kaziklanmis hissediyor 😂;3
Orjinalliğini kontrol ettim ürünler orijinal ÜTS sisteminden kayıtlı görünmüyor herkes oradan bakmaya çalışıyor Tarım Bakanlığı'nın sitesinden bakmalarını öneririm.30 ve 60 tablet ikisinden de aldım.Deneyip sonuçlara bakicam.;4
kargo berbat ürün 2 haftada ulaştı elime 2 kere aradım kargo için ptt ile çalıştıkları sürece bundan artık alışveriş yapmam;1
bozuk ürün gönderildi. Balık yağı sıvı kıvamda olması gerekirken jel kıvamına gelmiş. Görüntüsü bulanık ve kokuyor. geri gönderdim tekrar bana geri gönderdiler. eczaneden yazı istediler aldım gönderdim. 24 saat içinde dönüş yapılacağını söylediler. Ama dönülmedi sorunca bekleyin diyorlar. günlerdir uğraşıyorum kesinlikle almayın;1
Barkodunu sorgulattım orijinal ürün hızlı teslimat 3. Şişem;5
2 adet siparişimin biri geldi;1
Ürünü nutraxın firmasında barkod sorgulama yaptım orjinal üründür;5
Qr barkotlu orjinal ürün 2 günde teslim;5
Ürün açıklamaya ve resimlere karşılık gelir.;5
değerleri çok iyi.;5
güzel boğazı yumuşatıcı;5
Tadi güzel kış ayları için vazgeçilmez;5
çok iyiydi güzel;5
Çok hızlı teslimat oldu ayrıca tett ileri tarihli bir ürün olduğu için oldukça güvenilir;5
tadı çok güzel rahatlatıyor bogazı;5
Tadı çirkin;2
hizli teslimat tesekkurler;5
Ailecek vazgeçilmez tek pastilimiz;5
Kışa hazırlık amaçlı aldım;5
Güzel bir ürün.Daha önceden kullanıyorduk.;5
Tadı ve kokusu çok hoş Otacı güvendiğim bir marka kesinlikle tavsiye ederim.;5
yaz-kıs bagisikligin kuvvetlenmesi icin;5
Güzel ürün;4
Solunum yollarını açtığını veya boğazımdaki tahrişi önlediğini/tedavisine yardımcı olduğunu düşünmüyorum. Tadı fena değil.;2
fiyat çok uygun tavsiye ederim;5
Memnun kaldım. kısa sürede teslim aldım. Teşekkürler..;5
Çok sık hastalanan biriyim 3 paket aldım 2 tanesi bitti müthiş bir sonuç verdiği söylenemez ama fiyat performans olarak bakabilirsiniz son kullanma tarihini göz önünde bulundurarak alın;3
Gayet iyi bogazlarim rahatladı;4
biz sevdik güzel ürün;4
uygun fiyat teşekkürler;5
very good;5
Tadı kötü ama boğazlara epey iyi geliyor 👏;4
daha uygun fiyata aldim;5
kaliteli ve faydalı bir urun;5
Fiyatı uygun ve otacı markası olduğu için tercih ettim..Tadı da gayet iyi..güvenle alabilirsiniz..tavsiye ederim..;5
Tadı güzel.fiyatı uygun.tşkler;5
Bilinen marka yılların tercübesi hem YERLİ hem hesapllı.Bundan sonrada ailece bu markanın ŞAMPUAN larını kullanmaya başladın--yıllarca gereksiz yabancı-ithal- PAHALI katkısız şampuanlar kullandık.keşke daha önce alsa idik Bitün drğerleri aynı oranda Yerli üretim olduğu içnde Hesaplı;5
Tadi ve kokusu guzel;5
çok iyi rahatlatıcı;5
Tad iyi, fiyatta uygun;5
Ürün kutulari zedelenmiş geldi. Ayrıca PTT kargoya birdaha vermeyin. Karı-koca çalışıyoruz. evde kimse yok. kargo geliyor PTT kargocu kapıya not birakip gidiyror. Yıl olmuş 2022 sonu telefonla aramıyor. Evim il merkezinde, ilçede çalışıyorum eve gelmek çok uzun sürüyor. Kargo şubesi çok uzak. Almaya gitmem çok zor oldu. Arasa komşuya biraktircaktim. işten izin aldım zar zor gittim. şubeye gittim sıra bekledim 20 dkka sıra geldi. dağıtım şefliğinden almanız lazım dedi. Arka tarafa gittim. Dağıtıcılar haklıymış gibi iki saat tantana yapıyorlar benle. Yani insanları mağdur etmesinler kardeşim. Çalışıyoruz eve PTT kargo saatleri içerisinde gelemiyorum. Birdaha bu kargoyla çalışmayın. Ürünü iade edicektim. Zar-zor işten izin alınca gidip şubeden alayım dedim. Uygun fiyat boğazim çok kötü ihtiyacm vardi o yüzden bu kadar ugrastim;5
Ezik büzük şekilde geldi çok özensizdi;2
Forever adlı satıcı son kullanma tarihi geçmiş ürün gönderdi. İade ediyorum. Maalesef satıcıyı değerlendirecek bir yer yok.;1
hızlı kargo, iyi paketleme, kaliteli ürün.;5
Kargom dün geldi ,bu gün kullanmaya başladım.etkili olur 🙏;5
Hayırlısı bakalım iyi gelir inşallah:/:);5
supplement kullananlar karaciğer sağlığı için kullanılabilir;4
İçeriğindeki Lesitin ürünü diğerlerinden avantajlı kılıyor. Çünkü emilim ve faydasını diğer ürünlere göre 3-4 kat verimli kılıyor. Günde 2 adet alınması dez avantaj ve porsiyon fiyatını yükseltiyor.;5
karaciğer için çok faydalı;5
Sürekli kullandığım bir ürün, karaciğerim rahat etti.;5
Randımanlı spor yapıp baya da protein tüketiyorsanız tavsiyedir.;5
Tesekkurler;5
Tavsiye ediyorum şifa versin inşallah;5
Oldukça iyi ürün, tavsiye ederim;5
internetten almaya tereddüt etsem de son kullanma tarihinde sorun yok;5
Harika ürün;5
Güzel ürün;5
Hızlı kargo kaliteli ürün;4
Yerli olması güzel paket süper içmeye başladım inşallah faydası olur.;5
zamaninda geldi yarihi de uzun tskkrlr;5
hızlı kargo için teşekkürler :);4
fiyatı ucuz olabilir.;4
is gorur bitiremedim;3
düzenli kullanmak gerekiyor;5
Güzel ürün umarım işe yarar;4
Missyolay önerisiyle kullanıyorum cok faydalı işe yarıyor;5
fiyat performans cok iyi.tesekkurler;5
tavsiye ederim çok iyi ürün;5
Tşk ederim. Hızlı ve Zamanında teslimat oldu .;5
Ürünü beğendim de. Ama titanyum dioksit içerir bu yüzden bi daha almam…;5
kargo çabuk geldi. ürünü eşim için aldım.;5
Çok özenle paketlenmiş.tavsiye ediyorum.;5
Mükemmel ürün süper paketleme teşşekürler!;5
Çok başarılı vitamindir tavsiye;5
bir kutusu kirik geldi, paketleme yetersizdi;2
memnun kaldım gün boyu enerjik oluyor;5
Avantajlı olarak aldım , indirimde alın;5
Orijinal ürün teşekkürler;5
Korona geçirdiğim zaman ailecek kullandık mükemmel;5
Kasımda ürünü alıp son kullanma tarihi Şubat olması? bu kadar kısa sürede 2 adet tablet nasıl biter orası da tartışılır;1
Çok iyi bi vitamin;5
Harika bir vitamin eczanelerde kalmamış ve akşam sipariş ettim sabah elime ulaştı çok çok teşekkürler 😍;5
Covid için tek gerçek olan şey hem eşim hem kendim için kullanıyorum çok memnunum;5
hızlı teslimat teşekkürler;5
Uzun zamandır ara ara kullanıyorum. Bağışıklık sistemini güçlendiriyor. İlk defa yanında hediye olarak d vitamini de geldi. Çok çok teşekkür ederim.;5
Fiyatı piyasaya göre çok uygun 👍süper bir vştamin kesinlikle kullanılmalı;5
Hızlıca kargoya verildi. Tadının bu kadar güzel olacağını hiç tahmin etmemiştim. Alın aldırın.;5
2 yıldır kış mevsiminde kullanıyoruz gerçekten bağışıklığı arttırıyor çok memnunum;5
çok etkili bir ürün, cok memnunuz. indirime girmesini devamlı bekliyoruz.;5
Hiçbir yerde belirtilmemesine rağmen 2 ay sonra son kullanma tarihi bitecek olan ve üzerinde satış fiyatı 84₺ yazan eski ürünleri gönderiyorlar.;1
Uzun zamandır kullandığım ve vazgeçilmezim olan bir ürün,sadece kış aylarında diğil yazın da kullanabileceğiniz bir ğrün çünkü çinko ihtiyacını da karşılıyor.;5
Bittikçe alınan çok sağlıklı;5
kış aylarında olmazsa olmaz...;5
teşekkür ederim saglam geldi;5
Çok güzel bir vitamin takviyesi;5
C vitamini;4
fiyat diğer yerlere göre cok iyi.. oğlumla ikimiz içiyoruz.. vücudumuz güçlendi. Halsizlik gitti.. Teşekkürler;5
Merhaba,sürekli ailecek kullandığımız vitaminler;5
Tam bir vitamin 👌🏻👌🏻;5
Diğer hiç bir C vitamini bu kadar etkili değil. Piyasaya göre çok uyguna aldım.;5
Bu vitamini çok seviyorum hafif bi kırgınlığım oldu içtim ertesi gün bişeyim kalmadı çok memnunum;5
Çok memnunum.;5
güzel urun memnun kaldim;5
Sürekli anneme alıyorum. Kendini daha iyi hissettiğini söylüyor .;4
kullanıyorum;4
severek kullanıyorum;4
Kargo bir günde elime ulaştı. Şiddetle tavsiye;5
Uzun zamandır kullanıyorum hem gerçekten destekleyici bir takviye hem de tadı çok güzel.;5
Alışveriş yaptığım satıcı sk tarihine 15 gün kalan ürün göndermiş, iade;1
uzun suredir kullanıyorum gün içinde enerji veriyor ben özellikle uykusuz bitkin olduğumda kullaniyorum;5
Kargo inanılmaz hızlıydı çok memnunum annemle ikinci kutuları kullanıyoruz gerçekten kendine iyilik yapmak isteyen alabilir;5
Barikat fiyata aldım zaten kullandığım ürün teşekkür ederiz;5
Düzenli olarak kullandığım bir vitamin memnunum;5
çok iyi bir ürün;5
severek kullanıyorum;5
Çok şekerli;3
Tadı çok güzel alınması gerekn bir vitamin;5
Hep kullanıyorum, tadı güzel;5
kesinlikle etkisini görüyorsunuz;5
Sorunsuz şekilde teslim aldım;5
Artık onsuz yaşayamam 😂😂😂;5
Dr tavsiyesi ile aldım. Tadı cok guzel.Eczaneden cok daha uyguna geldi.Ürün orjinal emniyetli kapalı;5
Gayet güzel bir ürün.;5
Çok iyi 👍🏻;5
Vazgeçilmezim. Sürekli kullandığım bir ürün;5
Her zaman kullanıyorum güzel bir ürün son kullanma tarihi 2023;5
Biraz soğuk algınlığı ya da halsizlik hissettiğimde günde 2 tane alıyorum ve çok faydasını görüyorum. Özellikle halsizlik için çok iyi geliyor bana;5
ürünu daha oncede kullandığım için biliyorum gayet iyi tavsiye ederim;5
hızlı kargo ve iyi paketleme için teşekkürler;5
Tadı ve kokusu harika.;4
Gayet güzel, hızlı kargo, uygun fiyat 👍;5
Kargolama gayet özenli ve hızlıydı.. Satıcı ilgili, sorulan soruya hemen geri dönüş yaptı, ürünü tavsiye üzerine aldım, kullananlar çok memnun, bizde deneyip göreceğiz bakalım.. Ayrıca kullanma süresinde sorun yok..;5
